Having_IP_Address,Length_of_the_URL,USED_Shortining_Service,Having_@_Symbol,Having_//,Having_Prefix_Suffix,having_Sub_Domain,Having_Favicon,Having_port,IS_HTTPS_token,Req_URL,Anchored_URL,Having_tags,SFH_,Sub_to_email,Is_Abnormal_URL,Redirect_to_other,Result
0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1
1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0
1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1
0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1
1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1
1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1
1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1
1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1
1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1
0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1
1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1
1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1
1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1
1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0
1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1
0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1
0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1
1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1
1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1
1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1
1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1
1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1
1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1
0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1
1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1
1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1
1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1
1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1
1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0
0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1
1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1
1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0
1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1
1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1
1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1
1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1
1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1
1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1
1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1
1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
